"id","name","dept","h_index","i10index","min_year","max_year","t_publication","t_pubs_citations","highest_citations","mean_of_IF","mean_of_co_authors","num_nsf","t_deflated_nsf","num_nih","t_deflated_nih","Y05yr","KTotal","KDirect","KMediated","Chi","BetCentrality","PRCentrality","XDIndicator","SchoolRank","first_xd_year","xd_dept"
"mTLdrv8AAAAJ","CORO PAISAN-RUIZ ","BIO",34,52,2005,2016,60,4581,1092,6.759,11.25,0,0,0,0,2005,239,1,238,0.108108108108108,0,6.48484191383945e-05,"BIO",42,NA,"BIO"
"MTMmNecAAAAJ","HAKAN AYDIN ","CS",28,50,1999,2016,62,3696,564,1.325,2.839,5,1490883,0,0,1995,105,1,104,0.25,0,6.19580062553815e-05,"CS",67,NA,"CS"
"MtS6ifkAAAAJ","ELIZABETH ANNE SHANK ","BIO",11,11,2005,2015,14,1138,475,12.648,6,0,0,1,0,2005,70,3,67,0.648148148148148,204.804318473888,0.000123251436159783,"XD",26,2013,"BIO"
"MtVE_gkAAAAJ","ANDREI GOGA ","BIO",31,46,1993,2016,56,4826,594,13.55,10.339,0,0,14,4600901,1990,487,8,479,0.142857142857143,10460.8654448492,0.000321422876981097,"BIO",7,NA,"BIO"
"MTZaRW4AAAAJ","SHARAD MEHROTRA ","CS",56,168,1990,2016,251,16990,2219,1.52,3.98,19,21377515,0,0,1990,504,26,478,0.132,11177.2359453139,0.000539781121771599,"CS",29,NA,"CS"
"mUsuJvwAAAAJ","MATTHEW R BENNETT ","BIO",19,26,2002,2016,36,2240,788,11.485,4.556,0,0,10,1246063,2000,101,7,94,0.130434782608696,2206.39678985521,0.000265052834048371,"BIO",42,NA,"BIO"
"MVhaA0AAAAAJ","BRUCE MARTIN MCLAREN ","CS",34,76,1988,2017,128,4135,298,2.397,4.672,7,4586062,0,0,1985,102,12,90,0.0606060606060606,12824.9020546622,0.000323846745250875,"CS",1,NA,"CS"
"MvxSD2AAAAAJ","SCOTT WHITNEY RIXNER ","CS",29,52,1995,2016,75,5240,839,1.285,3.947,6,2098522,0,0,1995,109,3,106,0.102941176470588,107.296954259759,0.000106136228716097,"CS",20,NA,"CS"
"MvZGiDgAAAAJ","JAMES W HICKS ","BIO",34,80,1979,2014,102,2982,111,4.594,3.422,11,3316406,0,0,1975,60,4,56,0.0859375,2172.2309124767,0.000193948019017101,"BIO",34,NA,"BIO"
"MWAFMFMAAAAJ","BRYAN NICHOLAS DANFORTH ","BIO",42,79,1985,2016,93,5386,296,5.429,4.226,14,2653365,0,0,1985,123,11,112,0.068421052631579,7755.18493308093,0.000434010732878358,"BIO",11,NA,"BIO"
"MwFpac4AAAAJ","KVANC BIRSOY ","BIO",20,25,2008,2016,17,2213,579,20.866,9.588,0,0,1,0,2005,172,3,169,0.219298245614035,1586.67684286751,0.000128079058448236,"BIO",14,NA,"BIO"
"MwIL3roAAAAJ","BHARAT JAYARAMAN ","CS",23,42,1982,2017,82,1392,112,1.202,2.537,6,1656040,0,0,1980,41,6,35,0.0701754385964912,2254.3603028293,0.000230406248512696,"CS",63,NA,"CS"
"MwLqCs4AAAAJ","DAN BONEH ","CS",96,204,1993,2016,248,52884,7344,1.74,3.351,15,29294596,0,0,1990,434,34,400,0.0567375886524823,15907.6489773546,0.000692628853334023,"CS",1,NA,"CS"
"MWmrki0AAAAJ","BRIDGET C LEAR ","BIO",13,13,1999,2015,15,749,180,10.45,5.667,0,0,0,0,1995,82,2,80,0.108695652173913,250.561880833773,0.000106116299524047,"BIO",55,NA,"BIO"
"mwtIqCEAAAAJ","JAMES D BEVER ","BIO",51,95,1992,2016,110,9835,676,6.331,4.609,12,2416116,4,803975,1990,314,19,295,0.108786610878661,17567.2712291541,0.000622140546937413,"XD",68,2014,"BIO"
"mX5bHM4AAAAJ","LAWRENCE LUM ","BIO",31,36,1996,2016,46,5026,775,10.992,7.435,0,0,13,3381372,1995,386,6,380,0.237373737373737,1095.24254172234,0.000206813467708456,"XD",19,NA,"BIO"
"MXy0YAIAAAAJ","MANSI SRIVASTAVA ","BIO",9,9,2007,2015,12,3034,1049,19.032,11.167,0,0,0,0,2005,226,3,223,0.329113924050633,355.327948557814,0.000134014693053955,"BIO",1,NA,"BIO"
"MYqlcPgAAAAJ","THOMAS E ANDERSON ","CS",87,149,1983,2016,150,26396,1469,1.794,4.667,36,15679329,0,0,1980,531,38,493,0.355882352941176,27970.2001563238,0.000791898913735082,"XD",6,NA,"CS"
"MYsIXF4AAAAJ","TODD C MOWRY ","CS",44,84,1991,2017,100,7192,886,1.073,5.27,10,8078639,0,0,1990,372,19,353,0.111801242236025,7708.47189981359,0.000435644654233381,"CS",1,NA,"CS"
"MzAxRscAAAAJ","BRENDAN F DOLAN-GAVITT ","CS",8,8,2007,2016,9,558,199,1.211,4,1,0,0,0,2005,28,2,26,0.0714285714285714,19.319875764134,7.90971905161884e-05,"CS",70,NA,"CS"
"mzcr92sAAAAJ","SINA FARSIU ","CS",37,80,2002,2017,127,7364,1768,3.979,6.213,1,644000,8,1746324,2000,132,2,130,0.156133828996283,292.150816800967,9.16321377831494e-05,"CS",25,NA,"CS"
"mZKq5mYAAAAJ","MIMI HF KAO ","BIO",6,6,1997,2013,5,857,336,12.475,3,0,0,0,0,1995,18,1,17,0,0,7.02062733044736e-05,"BIO",68,NA,"BIO"
"MZKvGjYAAAAJ","SATISH NARAYANASAMY ","CS",25,33,2003,2016,47,2331,330,0.664,4.319,4,2444549,0,0,2000,236,11,225,0.0746268656716418,3161.30093614173,0.000283075158574322,"CS",13,NA,"CS"
"M_wn8q0AAAAJ","LAWRENCE PHILIP WACKETT ","BIO",64,148,1982,2017,221,12394,578,5.627,3.484,5,2973576,0,0,1980,204,2,202,0.136882129277567,292.442754695633,0.000119359164428091,"XD",34,NA,"BIO"
"n-FCqMEAAAAJ","EVA NOGALES ","BIO",64,126,1991,2016,140,14913,1976,12.152,6.107,1,977064,42,8629143,1990,572,13,559,0.222727272727273,16482.9210744157,0.000451633940989616,"XD",4,2010,"BIO"
"n-Lxqf4AAAAJ","DAVID BRIAN SOLIT ","BIO",74,144,1995,2017,193,19060,1960,13.96,11.995,0,0,0,0,1995,711,6,705,0.16938950988822,4921.83776017378,0.000217695610483672,"XD",26,NA,"BIO"
"N0FiVZ4AAAAJ","ZEYNEP H GUEMUEs ","BIO",14,16,2001,2016,20,980,189,11.515,14.45,0,0,0,0,2000,414,12,402,0.470338983050847,540.100442048835,0.000308276626155367,"XD",42,NA,"BIO"
"n0uRPLgAAAAJ","YU ZHANG ","CS",8,6,2010,2016,21,177,27,1.723,3.429,3,1506398,10,2468375,2000,757,48,709,0.741258741258741,134201.211543717,0.00125997151297328,"XD",48,NA,"CS"
"N3Jc1zMAAAAJ","YING CAI ","CS",21,32,1996,2016,50,2588,829,1.813,2.8,0,0,0,0,1995,55,7,48,0.590909090909091,5803.0201990986,0.000281604785623822,"XD",63,NA,"CS"
"n3LTWi8AAAAJ","WALTER L RUZZO ","CS",44,77,1975,2015,81,10771,1397,4.94,5.679,6,4326760,4,530378,1975,451,9,442,0.606694560669456,13434.3351803961,0.000274893859962503,"XD",6,2004,"CS"
"n3qeflAAAAAJ","ISABELLE COPPENS ","BIO",48,98,1984,2016,101,5265,284,5.103,6.297,0,0,20,6405600,1980,275,6,269,0.0903790087463557,737.316538026693,0.000230253181892625,"BIO",5,NA,"BIO"
"n3vpktQAAAAJ","JOSE CARLOS CLEMENTE ","BIO",31,43,2001,2016,58,10846,2929,14.636,10,0,0,0,0,2000,390,7,383,0.420749279538905,5805.5181759908,0.000225601572576297,"XD",42,2011,"BIO"
"N5M5yMQAAAAJ","MARIUS WERNIG ","BIO",42,64,2000,2017,68,29610,3660,21.93,11.529,0,0,17,11885537,2000,522,14,508,0.412121212121212,10121.7828432781,0.00042005287100484,"XD",1,NA,"BIO"
"N5ogkesAAAAJ","MONICA M MEDINA ","BIO",35,56,1996,2016,70,7398,1407,6.777,9.271,13,5137157,0,0,1995,498,10,488,0.167064439140811,9627.22436106239,0.00032341170511635,"XD",42,2010,"BIO"
"n6bjh24AAAAJ","SVETLANA YAROSH ","CS",13,20,2008,2016,33,675,100,1.476,3,3,426676,0,0,2005,88,5,83,0.0909090909090909,193.759732434429,0.000144243698077575,"CS",29,NA,"CS"
"n6HZgGMAAAAJ","DAVID A FIDOCK ","BIO",60,134,1989,2017,153,12279,1238,10.026,12.569,0,0,0,0,1985,589,8,581,0.105121293800539,5142.16034317901,0.000313929142167509,"BIO",14,NA,"BIO"
"n6ItfK4AAAAJ","DANIEL A STARR ","BIO",27,35,1995,2016,37,2975,309,8.428,4.622,0,0,0,0,1995,129,5,124,0.141414141414141,4396.30507485161,0.000194558741152569,"BIO",19,NA,"BIO"
"n6wC7nwAAAAJ","PATRICK J CROWLEY ","CS",28,44,1998,2016,72,3604,535,1.239,3.736,15,8229417,0,0,1995,151,10,141,0.412371134020619,4298.64412443893,0.000253170031806058,"XD",40,2014,"CS"
"n7HjYQoAAAAJ","ROBERT L BRYANT ","CS",39,65,1980,2016,69,5244,480,2.454,1.551,26,52704248,12,3794533,1980,41,2,39,0.2,0,8.30605762284927e-05,"XD",25,2004,"CS"
"N7sfFpcAAAAJ","CHARLES F LOAN ","CS",45,83,1975,2015,61,11867,1720,2.005,2.541,0,0,0,0,1975,154,5,149,0.168831168831169,703.795061630852,0.000152025937430693,"CS",6,NA,"CS"
"n7Z3EDsAAAAJ","RONALD D SCHRIMPF ","CS",61,357,1987,2016,573,14604,298,1.495,7.979,0,0,0,0,1985,629,11,618,0.129846708746619,3803.25930997106,0.000328712968477922,"XD",56,1997,"CS"
"N9f43xoAAAAJ","BRADLEY J CARDINALE ","BIO",47,80,1995,2017,99,10733,1222,8.674,5.394,6,3735379,0,0,1995,225,16,209,0.122047244094488,20862.2078366099,0.000464769263741755,"XD",19,2010,"BIO"
"narQv40AAAAJ","CHRISTINE ANNE BIRON ","BIO",73,122,1975,2016,136,18400,1089,8.415,5.088,0,0,28,10163607,1975,318,0,318,0.101492537313433,0,0,"BIO",34,NA,"BIO"
"nAtfgOYAAAAJ","SHANG TIAN YANG ","BIO",55,179,1982,2017,244,9094,370,3.551,3.656,5,1104719,0,0,1980,527,1,526,0.1985559566787,0,5.91030141424158e-05,"XD",42,2015,"BIO"
"NaVxc4wAAAAJ","MARTY A HUMPHREY ","CS",38,82,1991,2016,124,4929,308,1.54,4.073,7,6460674,0,0,1990,287,9,278,0.2,5889.44252984818,0.00022672364204536,"CS",29,NA,"CS"
"Nbel9ekAAAAJ","DANIEL A CHARLEBOIS ","BIO",4,2,2007,2016,9,75,31,9.062,3.444,0,0,0,0,2005,11,1,10,0.2,0,6.50396253513092e-05,"BIO",55,NA,"BIO"
"nbM0mzwAAAAJ","WAYNE K POTTS ","BIO",35,58,1981,2016,78,6008,659,6.759,4.333,9,2995304,0,0,1980,124,4,120,0.079136690647482,6573.37440198093,0.000189259284301388,"BIO",55,NA,"BIO"
"nbpafUkAAAAJ","DAVID ALLEN MCALLESTER ","CS",56,101,1981,2016,115,16062,5180,1.845,2.478,3,594855,0,0,1980,298,16,282,0.111111111111111,11493.4430103766,0.000394621078044429,"CS",34,NA,"CS"
"NByrsK0AAAAJ","YIXIN CHEN ","CS",31,113,2001,2016,159,3858,378,2.14,4.226,9,2924389,0,0,2000,475,12,463,0.378995433789954,19242.5876709347,0.000354409350116634,"XD",40,NA,"CS"
"Nc8U6E4AAAAJ","CLAUS O WILKE ","BIO",42,103,1996,2016,143,7651,617,5.893,3.559,2,771403,0,0,1995,193,11,182,0.151832460732984,4885.00530617144,0.000330811494205833,"BIO",30,NA,"BIO"
"ncgNqP8AAAAJ","ANDREW G STEPHENSON ","BIO",48,112,1977,2016,134,6328,393,3.433,3.366,12,3088553,0,0,1975,121,6,115,0.0839160839160839,5130.54866398944,0.000235235735453311,"XD",42,1992,"XD"
"nChgOjEAAAAJ","ROSS LARRY MACIEJEWSKI ","CS",20,36,2005,2016,70,1148,101,1.369,5.443,1,0,0,0,2005,271,4,267,0.152671755725191,294.842811005693,0.000132071561914782,"CS",48,NA,"CS"
"NcIqQ88AAAAJ","ANDREAS TERZIS ","CS",43,93,1998,2016,118,6114,703,3.006,4.686,13,7620226,0,0,1995,539,27,512,0.160919540229885,14585.4663217084,0.000572290362082858,"CS",28,NA,"CS"
"nCMS90YAAAAJ","JEFFREY D HILDEBRAND ","BIO",27,33,1993,2017,39,6617,1208,6.55,5.077,0,0,9,2454836,1990,74,4,70,0.0555555555555556,918.114728339817,0.000169707725256101,"BIO",42,NA,"BIO"
"NCQ3E5sAAAAJ","MICHAEL R ROSE ","BIO",57,159,1977,2016,185,11431,943,5.395,3.389,9,967734,0,0,1975,112,7,105,0.0552763819095477,4735.71382886655,0.000273649970323156,"BIO",34,NA,"BIO"
"NCQuZX0AAAAJ","DIRK GUCHT ","CS",34,71,1983,2015,111,4497,994,1.412,3.207,0,0,0,0,1980,91,3,88,0.05,205.570155638769,0.000104207989215413,"CS",52,NA,"CS"
"ND0FM6EAAAAJ","PATRICK JAILLET ","CS",30,62,1985,2016,115,4863,484,1.53,3.548,5,774948,0,0,1985,142,3,139,0.0689655172413793,566.100611805441,0.000125430500650319,"CS",1,NA,"CS"
"Nd4kKIkAAAAJ","ZHAO-QING LUO ","BIO",28,40,1999,2016,51,2787,358,7.34,5.137,0,0,17,3254745,1995,184,2,182,0.175,66.8146997957137,0.000105710776963093,"BIO",55,NA,"BIO"
"nd8lQQIAAAAJ","CHRISTOS N FALOUTSOS ","CS",110,412,1983,2017,534,55983,5921,1.935,4.112,28,16951418,1,140215,1980,1109,44,1065,0.158218125960061,57966.5902366995,0.000919567914317496,"XD",1,2005,"CS"
"ndc9Yw8AAAAJ","VILMA A YUZBASIYAN-GURKAN ","BIO",35,59,1987,2016,71,3243,477,2.726,5.577,0,0,35,2306088,1985,104,0,104,0.0656565656565657,0,0,"BIO",50,NA,"BIO"
"nDH-AqwAAAAJ","JOHN K OUSTERHOUT ","CS",53,93,1977,2016,88,15692,2630,2.094,3.227,3,4254590,0,0,1975,197,10,187,0.04,942.194078422315,0.000232059950955662,"CS",1,NA,"CS"
"NdIeYpEAAAAJ","PITU B MIRCHANDANI ","CS",38,85,1971,2016,129,4985,442,1.801,2.822,4,1237481,0,0,1970,181,1,180,0.131578947368421,0,6.77029577245474e-05,"CS",48,NA,"CS"
"NDit5dwAAAAJ","C DAVIS JAMES ","BIO",79,177,1984,2016,199,21388,2886,7.868,10.06,0,0,0,0,1980,883,10,873,0.129434324065197,6047.20796059531,0.000342512219700968,"XD",26,2011,"BIO"
"NdNSXFkAAAAJ","PETER N DEVREOTES ","BIO",81,191,1975,2016,201,16578,800,8.674,5.149,0,0,0,0,1975,536,17,519,0.297180043383948,16266.0789114162,0.000538877310289416,"XD",5,2015,"BIO"
"nEAp11sAAAAJ","FRANK W ROCKHOLD ","BIO",18,28,1979,2016,40,1273,494,11.192,5.45,0,0,0,0,1975,30,0,30,0.0305343511450382,0,0,"BIO",11,NA,"BIO"
"NeJ-SQEAAAAJ","ANN E HAJEK ","BIO",40,132,1981,2017,195,5189,392,2.099,3.226,1,44143,0,0,1980,103,4,99,0.0504587155963303,7530.17629844043,0.000191197248264367,"XD",11,1989,"XD"
"neO3vFYAAAAJ","G EDWARD SUH ","CS",27,45,2001,2016,60,5937,1095,0.831,4.167,0,0,1,0,2000,80,5,75,0.109375,1910.33824048635,0.000170920173043053,"CS",6,NA,"CS"
"NEqM-4IAAAAJ","R HOLLAND CHENG ","BIO",46,122,1984,2016,106,5435,372,5.443,8.764,0,0,0,0,1980,452,5,447,0.152963671128107,2383.98398042558,0.00019468188026377,"XD",19,2009,"BIO"
"NerNaMIAAAAJ","EDWARD L BARTLETT ","BIO",15,19,1997,2016,19,711,148,3.08,2.789,1,631001,5,1245919,1995,3,0,3,0.0454545454545455,0,0,"BIO",55,NA,"BIO"
"nExKrpsAAAAJ","JON E FROEHLICH ","CS",32,44,2004,2015,61,5323,841,1.634,4.689,3,1628926,0,0,2000,190,7,183,0.133333333333333,1291.77925040257,0.000179448771745887,"CS",15,NA,"CS"
"NE_tfEIAAAAJ","A SINGH ","CS",54,489,1946,2016,211,2071,148,2.044,4.294,0,0,0,0,1945,403,18,385,0.231671554252199,13391.0240105632,0.000452881830985441,"XD",1,1991,"XD"
"Nf4G12YAAAAJ","GEORG SEELIG ","CS",17,19,2000,2016,28,2080,829,15.796,4.143,7,6362297,0,0,2000,108,4,104,0.246153846153846,907.279736614354,0.000145542488278702,"CS",6,NA,"CS"
"Nf4vo2UAAAAJ","LAI CHU WU ","BIO",27,43,1987,2016,60,2381,588,6.347,8.833,0,0,6,0,1985,217,5,212,0.161654135338346,828.897285030124,0.000182174817249517,"XD",42,2007,"BIO"
"nFb_T4wAAAAJ","YOONSUCK CHOE ","CS",19,41,1995,2016,100,1046,63,3.205,3.05,3,806693,4,1042018,1995,84,3,81,0.0416666666666667,268.968304188806,0.000128046403116813,"CS",40,NA,"CS"
"nFdbcvsAAAAJ","MIRON LIVNY ","CS",85,191,1982,2016,235,31628,4589,2.007,5.391,35,70363971,4,424799,1980,701,18,683,0.429268292682927,15063.5283814756,0.000414655342355381,"XD",11,2013,"CS"
"NFdG-GMAAAAJ","YOAV S FREUND ","CS",45,69,1990,2016,96,39469,13440,3.375,3.25,7,4289630,0,0,1990,452,8,444,0.440677966101695,4076.78337344245,0.000217022728748046,"XD",15,2004,"CS"
"nfkH5V4AAAAJ","WENKE LEE ","CS",76,153,1996,2015,169,25037,1548,1.492,4.402,18,11104469,0,0,1995,526,28,498,0.120754716981132,31302.2240028929,0.000639604621707638,"XD",9,2015,"CS"
"nFXWzWwAAAAJ","CHRISTOPHER JOHN MARTINEZ ","BIO",14,19,2003,2016,35,629,82,2.718,3.771,2,620961,0,0,2000,27,5,22,0.109375,236.833404801186,0.000195855862057529,"BIO",55,NA,"BIO"
"nGj4p9YAAAAJ","SIBUM SUNG ","BIO",20,23,2003,2014,23,2367,665,10.376,3.478,1,406556,5,1069488,2000,48,1,47,0.146341463414634,0,6.69509591288483e-05,"BIO",30,NA,"BIO"
"nHdZpMUAAAAJ","OSVALDO HECTOR CAMPANELLA ","BIO",33,87,1984,2017,172,3281,406,2.568,3.779,1,510803,0,0,1980,203,5,198,0.118577075098814,15213.7057735241,0.000244862414021281,"XD",55,2010,"BIO"
"NhnK838AAAAJ","CHARLES WILLIAM ANDERSON ","CS",33,65,1982,2016,103,8371,3407,2.54,3.583,0,0,0,0,1980,113,8,105,0.239766081871345,4458.67667810134,0.000281155161003888,"XD",70,NA,"CS"
"nhpEPFgAAAAJ","BRENNA D ARGALL ","CS",16,21,2002,2017,41,3231,1332,4.72,3.341,4,1476872,3,337573,2000,20,2,18,0.0256410256410256,0,8.14415571871895e-05,"CS",34,NA,"CS"
"NhY4TT4AAAAJ","EDWARD D LAZOWSKA ","CS",53,92,1974,2016,104,10175,1291,2.417,3.606,0,0,0,0,1970,336,21,315,0.131868131868132,9794.71094448394,0.000455197108964495,"CS",6,NA,"CS"
"NHZdlVkAAAAJ","XENOFON D KOUTSOUKOS ","CS",38,125,1997,2017,235,5663,336,2.028,4.17,11,8566527,0,0,1995,356,9,347,0.13953488372093,508.717565699461,0.000233788130034358,"CS",56,NA,"CS"
"niE2OkIAAAAJ","MITCHELL PHILIP MARCUS ","CS",32,53,1975,2015,47,12898,6241,2.824,3.489,6,1723917,0,0,1975,128,6,122,0.111111111111111,793.510934180945,0.000172622673251347,"CS",19,NA,"CS"
"NINFXC0AAAAJ","CONNELLY BARNES ","CS",13,17,2004,2015,26,2238,980,3.29,4.423,1,0,0,0,2000,82,8,74,0.0222222222222222,779.408544283087,0.000201470895090897,"CS",29,NA,"CS"
"NJ9c4ygAAAAJ","FREDO DURAND ","CS",65,157,1995,2016,186,17608,1746,4.14,3.914,6,2321890,0,0,1995,269,18,251,0.0596330275229358,6786.2140158137,0.000444066222975576,"CS",1,NA,"CS"
"njczUPMAAAAJ","CRISTIAN DANESCU-NICULESCU-MIZIL ","CS",16,18,2009,2016,27,1246,226,0,3.444,0,0,0,0,1995,105,3,102,0.142857142857143,16.5212371118226,0.000100977315875617,"CS",6,NA,"CS"
"NjfTEZsAAAAJ","CURTIS M LIVELY ","BIO",55,113,1985,2016,144,10372,1002,5.407,2.715,0,0,0,0,1985,139,10,129,0.048,4601.49891512827,0.000346342595288287,"BIO",34,NA,"BIO"
"njG9diQAAAAJ","NAOMI ELLEN PIERCE ","BIO",49,98,1981,2017,121,7583,581,6.972,4.818,18,1861463,0,0,1980,371,14,357,0.101910828025478,11163.0893140827,0.000449010161439634,"BIO",1,NA,"BIO"
"njmedqoAAAAJ","ZHENBIAO YANG ","BIO",58,90,1987,2016,87,10096,534,8.651,5.678,13,7589230,14,3494395,1985,342,7,335,0.155378486055777,6501.34527746117,0.000288064197943864,"BIO",68,NA,"BIO"
"njpX--gAAAAJ","DANIEL K SCHWARTZ ","BIO",48,137,1988,2016,177,7164,542,7.702,3.667,56,77780574,6,730005,1985,110,4,106,0.0558139534883721,23183,0.00036719872262588,"BIO",30,NA,"BIO"
"nK3RdOIAAAAJ","G SINGH ","BIO",20,69,1958,2016,232,1084,133,1.17,3.909,0,0,0,0,1945,284,11,273,0.244897959183673,8753.93538923239,0.000341822698137298,"XD",42,1982,"XD"
"NK7srJYAAAAJ","CHRIS H WIGGINS ","BIO",28,41,1995,2015,62,4565,1465,5.204,4.565,7,3922754,0,0,1995,266,11,255,0.363636363636364,6573.21307698238,0.00033925616527558,"XD",14,NA,"BIO"
"NKQ2xvcAAAAJ","JASMEET JUDGE ","BIO",12,19,1993,2016,57,535,60,3.172,4.702,3,928494,0,0,1990,49,3,46,0.169354838709677,489.139724899817,0.000118905777119262,"XD",55,2015,"BIO"
"nKR2tGvMLFMC","VAGELIS HRISTIDIS ","CS",31,55,2001,2016,90,5779,935,2.17,3.844,0,0,0,0,2000,269,6,263,0.141592920353982,1129.49913901499,0.00016268441785804,"CS",56,NA,"CS"
"NKRYI9UAAAAJ","CHOZHAVENDAN RATHINAM ","BIO",20,21,2005,2014,24,1917,349,14.336,9.125,0,0,1,12237,2005,108,1,107,0.107692307692308,0,6.48900921004533e-05,"BIO",14,NA,"BIO"
"nLuHfy4AAAAJ","TIMOTHY PETER SHERWOOD ","CS",40,83,1998,2015,114,7263,1612,0.946,4.605,9,5052418,0,0,1995,258,10,248,0.0756302521008403,3150.76136077281,0.00025478814291903,"CS",34,NA,"CS"
"NlUlAGMAAAAJ","ANNA R DORNHAUS ","BIO",37,72,1998,2016,93,3747,260,3.921,3.828,5,1472915,0,0,1995,131,6,125,0.0886075949367089,8477.00883911001,0.000225119081112594,"XD",38,2014,"BIO"
"NMKiMdMAAAAJ","SHUYI NIE ","BIO",9,9,2006,2015,15,632,215,6.641,4.867,0,0,5,634604,2005,188,1,187,0.348837209302326,0,8.34037603250254e-05,"BIO",55,NA,"BIO"
"nNU3STcAAAAJ","PETER KAZANZIDES ","CS",39,82,1987,2017,164,5929,657,2.268,5.488,4,3183723,2,306582,1985,294,5,289,0.118032786885246,1438.17818814593,0.000193558569908236,"CS",28,NA,"CS"
"NOi4NtYAAAAJ","J ROBERT MANAK ","BIO",25,37,1988,2016,47,3682,685,10.25,12.915,1,497610,0,0,1985,605,11,594,0.310492505353319,10052.848070643,0.000418482374430057,"XD",55,2013,"BIO"
"NoNHPb4AAAAJ","SETH COPEN GOLDSTEIN ","CS",41,88,1991,2016,105,9197,2160,2.43,3.829,6,6487280,3,0,1990,221,10,211,0.094017094017094,3347.36424522649,0.000241079183928112,"CS",1,NA,"CS"
"noo17fcAAAAJ","ARUN CHAUHAN ","CS",11,13,1998,2015,45,399,66,1.813,3.556,3,946648,0,0,1995,152,5,147,0.178571428571429,2758.79383829238,0.00015542924339637,"XD",52,NA,"CS"
"NOucxBgAAAAJ","SIMON PETER ","CS",11,12,2008,2016,21,1322,749,1.223,5.429,0,0,0,0,2005,121,5,116,0.326923076923077,1192.46571442674,0.000146238648082679,"XD",9,NA,"CS"
"np2P8G8AAAAJ","ELENA RIVAS ","BIO",14,17,1988,2016,27,2699,763,4.576,3.148,0,0,7,758630,1985,9,2,7,0.125,0,8.74006778693349e-05,"BIO",1,NA,"BIO"
"NpcLBDsAAAAJ","IAN G HARRIS ","CS",18,25,1993,2016,58,824,65,0.983,2.828,7,1457963,0,0,1990,33,1,32,0.0357142857142857,0,0.000256410256410256,"CS",29,NA,"CS"
"NPLom4YAAAAJ","VICTOR HUGO GONZALEZ ","BIO",17,36,2000,2015,91,889,105,0.921,2.857,0,0,0,0,2000,40,1,39,0.0652173913043478,0,5.75917506434322e-05,"XD",68,2004,"BIO"
"nPzV2RIAAAAJ","JOHN P ROSE ","BIO",33,67,1979,2016,111,3526,268,4.029,7.703,5,1776206,25,10436554,1975,291,4,287,0.104761904761905,581.888740676643,0.000158971700962885,"BIO",42,NA,"BIO"
"nq-EK3QAAAAJ","JOHN K KIM ","BIO",30,35,1993,2014,34,5733,629,15.156,11.265,4,728555,7,1357524,1990,472,12,460,0.421245421245421,3318.00782742157,0.000329877242994911,"XD",5,2014,"BIO"
"NqDgVtcAAAAJ","ARTHUR HM BURGHES ","BIO",64,129,1980,2016,130,11437,605,8.063,8.085,0,0,0,0,1980,311,3,308,0.072289156626506,490.806107010685,0.000130555923120583,"BIO",42,NA,"BIO"
"NQLfHBIAAAAJ","HUGH STANLEY MASON ","BIO",51,86,1985,2016,112,11202,900,5.863,4.875,4,999151,12,5052190,1985,109,2,107,0.0671936758893281,0,0.000105018896205833,"BIO",55,NA,"BIO"
"NRAo--UAAAAJ","PATRICE KOEHL ","CS",40,71,1989,2016,108,5921,609,5.125,3.667,2,1014173,0,0,1985,388,16,372,0.372881355932203,5602.44778848865,0.000386493559703787,"XD",34,1998,"CS"
"NRfuSNcAAAAJ","HOLLY BRUGGE JIMISON ","CS",25,56,1977,2016,95,2484,221,3.242,5.674,3,2221428,2,958092,1975,171,1,170,0.118721461187215,0,8.41791597226335e-05,"CS",60,NA,"CS"
"NrOOkrMAAAAJ","MICHAEL BEDFORD TAYLOR ","CS",27,31,1997,2016,46,4412,1005,1.048,5.848,45,12840434,0,0,1995,249,13,236,0.432926829268293,10380.9567902516,0.000356383336850178,"XD",15,NA,"CS"
"NScglmAAAAAJ","TAMARA R SUMNER ","CS",30,63,1992,2017,115,2677,233,1.707,3.643,22,49529103,0,0,1990,61,1,60,0.0655737704918033,0,6.67470369769216e-05,"CS",40,NA,"CS"
"nSlIK18AAAAJ","GE YANG ","CS",23,33,2000,2016,37,1194,129,5.586,4.081,3,1052102,0,0,2000,394,7,387,0.807453416149068,10672.3933477539,0.000236855778279757,"XD",1,2005,"CS"
"nst5fHgAAAAJ","DINA KATABI ","CS",55,93,1998,2016,126,16859,3225,1.788,3.802,10,6209647,0,0,1995,390,22,368,0.075,15161.2363832261,0.000504174467901443,"CS",1,NA,"CS"
"ns_6BgMAAAAJ","LISONG XU ","CS",21,31,2001,2015,57,4369,1335,1.811,3.14,4,1342493,0,0,2000,163,4,159,0.205128205128205,322.052464730571,0.000148325917824202,"CS",70,NA,"CS"
"nt2k598AAAAJ","JOEL E KOSTKA ","BIO",46,86,1991,2016,95,6901,480,4.473,6.758,6,1609118,0,0,1990,317,11,306,0.155963302752294,11548.5733812175,0.000391673826253688,"BIO",55,NA,"BIO"
"NtLLvQoAAAAJ","JEREMIAH D HACKETT ","BIO",25,33,2000,2016,38,6657,1897,7.419,5.947,5,2286793,0,0,2000,145,7,138,0.254716981132075,7195.86874396704,0.000238790280540687,"BIO",38,NA,"BIO"
